    -5.87549653135E+0     3.03815283432E-3    -3.25576284165E+0
    -7.52966019707E+0     1.99710325009E-3    -3.49233229087E+0
    -8.02999571565E+0     1.03440369988E-3    -4.14526025823E+0
    -7.63890909651E+0     9.08676705085E-4    -3.96677944128E+0
    -6.73887769652E+0     9.77257034842E-4    -4.54390213998E+0
    -8.02403247814E+0     9.11250983773E-4    -4.55903347261E+0
    -7.12465942779E+0     5.86508586707E-4    -4.18562354683E+0
    -6.85058586455E+0     7.70109071176E-4    -4.90539939648E+0
    -7.87803055968E+0     8.28830449100E-4    -4.28465738628E+0
    -7.80163699570E+0     5.07600131570E-4    -3.17981200992E+0
    -8.10158572722E+0     3.92701758397E-4    -4.14874309921E+0
    -6.93542993755E+0     4.20736359003E-4    -4.08540598762E+0
    -8.66143571262E+0     3.31004900995E-4    -3.57358864114E+0
    -7.28154208357E+0     2.65621540764E-4    -4.05856654717E+0
    -7.10217976234E+0     1.70052339922E-4    -3.53777136670E+0
    -7.53504806478E+0     1.30102848978E-4    -3.64356991747E+0
    -7.61953144319E+0     1.17070712482E-4    -3.68377549962E+0
    -8.09530171735E+0     1.13197407788E-4    -3.56922832249E+0
    -6.89613010342E+0     1.37136560655E-4    -3.36863257355E+0
    -6.50121897580E+0     1.52076260596E-4    -3.56902567882E+0
    -6.61945862145E+0     2.44638730427E-4    -3.55787989564E+0
    -7.89931534737E+0     4.37828930000E-4    -4.18576562331E+0
    -8.36433419042E+0     3.20038334950E-4    -2.34384948605E+0
    -9.02278194014E+0     4.45008320599E-5    -3.01976007294E+0
    -8.71082471327E+0     4.47285068265E-6    -2.82198215841E+0
    -8.61878962989E+0     1.69940612517E-5    -2.77237151076E+0
    -8.95403756808E+0     1.94063009906E-5    -2.74940791975E+0
    -8.65508337039E+0     1.34449940994E-5    -2.41637048043E+0
    -8.45550021359E+0     3.29100806896E-5    -2.17430780495E+0
    -8.51706070924E+0     3.77244093818E-5    -2.57706077319E+0
    -8.55758764486E+0     1.49518161135E-4    -2.92624280592E+0
    -7.34145201611E+0     3.12951747826E-4    -4.27112336823E+0
    -7.95218142508E+0     1.81258617420E-4    -1.19483552631E+0
    -7.62533656431E+0     1.10380898943E-5    -3.86170320758E+0
    -6.95765273394E+0     5.08568357366E-6    -3.09779493291E+0
    -7.13606541563E+0     1.25665688573E-5    -2.80027265850E+0
    -6.51025237332E+0     1.81121243774E-5    -1.81868498404E+0
    -6.18020052851E+0     1.71683710634E-5    -1.52585812916E+0
    -7.49216560575E+0     1.16084188345E-5    -2.17948690341E+0
    -6.76373712610E+0     4.46711027132E-7    -3.21475132750E+0
    -7.54394647264E+0     1.82861476012E-6    -2.44580473466E+0
    -6.67819523635E+0     2.01114377507E-6    -2.28972139781E+0
    -6.87995049496E+0     3.34717663151E-6    -3.28749852432E+0
    -7.14586823001E+0     6.50926803885E-6    -2.14888802353E+0
    -7.11544507854E+0     3.92479721139E-6    -2.22797485230E+0
    -6.57312094103E+0     9.75878555265E-7    -2.24934336034E+0
    -6.66896756138E+0     1.23360556213E-5    -1.77406165704E+0
    -3.60429947881E+0     2.37856855849E-5    -2.75313565374E+0
    -7.59238497190E+0     2.71067728218E-4    -3.81127213541E+0
    -6.79520471176E+0     7.74147722119E-4    -5.24682292821E+0
    -6.81349366671E+0     1.35486531875E-3    -4.17812443956E+0
    -7.88072907658E+0     1.01879774968E-3    -3.47786515123E+0
    -8.77829825317E+0     1.13295290646E-3    -4.06114835060E+0
    -6.00570893711E+0     9.94299809767E-4    -2.87658281498E+0
    -2.33947137351E+0     8.56905600917E-4    -2.89534304194E+0
    -7.98261609634E+0     7.72166372415E-4    -2.22998345406E+0
    -7.71675791733E+0     1.56227994947E-4    -2.74951841690E+0
    -2.43291337604E+0     1.96601080439E-4    -2.89264950280E+0
    -7.59696450956E+0     3.28570116991E-4    -4.83561137493E+0
    -8.05277093476E+0     3.29832939649E-4    -3.06441387672E+0
    -7.96613055841E+0     1.68105600021E-4    -3.04399730678E+0
    -7.72297014963E+0     2.92990055562E-4    -2.72288275754E+0
    -7.38184897271E+0     2.73746205612E-4    -3.33098376656E+0
    -7.11743174567E+0     1.30385353375E-4    -3.20530006534E+0
    -8.89014602282E+0     2.38806072123E-4    -4.04706504938E+0
    -8.23761560015E+0     3.38085006234E-4    -5.08238742015E+0
    -8.33991170937E+0     3.20752260242E-4    -4.09855238830E+0
    -7.73862668608E+0     2.02562182487E-4    -3.96297589952E+0
    -7.34909768250E+0     2.35457397637E-4    -3.93032782003E+0
    -8.35271473053E+0     3.64929970818E-4    -7.00000000000E+0
    -7.96595110753E+0     2.88575173512E-4    -4.00766742797E+0
    -9.12408747868E+0     9.38329308237E-5    -3.77691323907E+0
    -8.16182069120E+0     3.00590005091E-5    -3.20786419419E+0
    -7.87759512813E+0     3.58469419819E-5    -2.93399073348E+0
    -8.82803761703E+0     4.61993859711E-5    -2.74572490137E+0
    -8.57962057371E+0     3.06630309233E-5    -2.57929210628E+0
    -8.47437647037E+0     1.92338713102E-5    -2.86576438543E+0
    -7.97223144305E+0     2.83875690550E-5    -2.78298282668E+0
    -7.48713232413E+0     6.30697667990E-5    -2.52756456872E+0
    -7.82845487979E+0     1.14911893769E-4    -2.94574984557E+0
    -8.82154611100E+0     8.91374196990E-5    -2.99834804697E+0
    -8.62374585612E+0     3.43137766353E-5    -2.77861558013E+0
    -8.22891524956E+0     4.27948778365E-5    -2.94868095997E+0
    -7.10839107563E+0     1.19522744167E-4    -3.08346691899E+0
    -7.78147867065E+0     1.49184641226E-4    -3.74394147208E+0
    -6.10424953316E+0     1.57414657381E-4    -3.68466156114E+0
    -6.35273825718E+0     1.24450768391E-4    -1.99207902318E+0
    -6.54556876512E+0     3.69280747122E-5    -2.18167770042E+0
    -7.41296049878E+0     1.47222932883E-5    -2.44216454594E+0
    -7.68507759513E+0     6.65314184236E-6    -2.45831912205E+0
    -7.60274886019E+0     5.98607798195E-6    -2.29391408014E+0
    -8.18230375914E+0     9.72370162894E-6    -2.33373140417E+0
    -8.09059394810E+0     9.23688706413E-6    -2.33347727851E+0
    -8.54811586987E+0     1.74770900686E-6    -2.65274782350E+0
    -5.65112574903E+0     1.40881461517E-6    -4.05977298732E+0
    -3.92401990204E+0     2.47580308399E-6    -3.18442322266E+0
